"ID","Player","Team","Position","Rk","Status","Age","Opponent","Salary","Contract","FPts","Bye","Ros%","+/-"
"*03cfn*","Jalen Saunders","(N/A)","WR","1127","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04mss*","Jaleel Scott","(N/A)","WR","1128","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04zfw*","Kyle Shurmur","WAS","QB","1129","FA","24","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*05rif*","Micah Simon","(N/A)","WR","1130","FA","0","Bye","1","WAVR","0","","0%","0%"
"*050h2*","Matt Sokol","JAX","TE","1131","FA","25","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*026vs*","Luke Stocker","(N/A)","TE","1132","FA","33","Bye","1","WAVR","0","","0%","0%"
"*05t5y*","Donte Sylencieux","BAL","WR","1133","FA","0","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*05jgq*","Khalil Tate","(N/A)","WR","1134","FA","22","Bye","1","WAVR","0","","0%","0%"
"*05jkg*","Charlie Taumoepeau","(N/A)","TE","1135","FA","23","Bye","1","WAVR","0","","0%","0%"
"*05gvm*","Jeff Thomas","(N/A)","WR","1136","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04cxp*","Colin Thompson","CAR","TE","1137","FA","27","CAR 24<br/>@HOU 9 F","1","WAVR","0","13","0%","0%"
"*03wec*","Ross Travis","ARI","TE","1138","FA","28","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*04omv*","Andrew Vollert","IND","TE","1139","FA","26","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*04zyo*","Michael Walker","(N/A)","WR","1140","FA","24","Bye","1","WAVR","0","","0%","0%"
"*01d1a*","Mike Wallace","(N/A)","WR","1141","FA","35","Bye","1","WAVR","0","","0%","0%"
"*04zgb*","Austin Walter","NYJ","RB","1142","FA","25","@DEN Sun 4:05PM","1","WAVR","0","6","0%","0%"
"*05jk8*","JoJo Ward","(N/A)","WR","1143","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04cdo*","Chad Williams","(N/A)","WR","1144","FA","26","Bye","1","WAVR","0","","0%","0%"
"*03ole*","Karlos Williams","PIT","RB","1145","FA","28","CIN Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05jwc*","Kyle Williams","(N/A)","WR","1146","FA","0","Bye","1","WAVR","0","","0%","0%"
"*04osq*","Derrick Willies","CLE","WR","1147","FA","26","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*04clt*","Dontre Wilson","LAC","WR","1148","FA","26","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05ji4*","Eli Wolf","(N/A)","TE","1149","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04oyo*","Ethan Wolf","NO","TE","1150","FA","25","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*03ox1*","Shane Wynn","NO","WR","1151","FA","28","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*04cos*","Kenny Allen","(N/A)","K","1152","FA","27","Bye","1","WAVR","0","","0%","0%"
"*001c7*","Morten Andersen","(N/A)","K","1153","FA","61","Bye","1","WAVR","0","","0%","0%"
"*013um*","Stephen Hauschka","(N/A)","K","1154","FA","36","Bye","1","WAVR","0","","0%","0%"
"*040vu*","Marshall Koehn","(N/A)","K","1155","FA","29","Bye","1","WAVR","0","","0%","0%"
"*0034j*","Rhys Lloyd","NYG","K","1156","FA","39","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04oo6*","David Marvin","(N/A)","K","1157","FA","26","Bye","1","WAVR","0","","0%","0%"
"*005ea*","Taylor Mehlhaff","(N/A)","K","1158","FA","36","Bye","1","WAVR","0","","0%","0%"
"*040lf*","Jaden Oberkrom","CLE","K","1159","FA","0","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*0032t*","Shaun Suisham","(N/A)","K","1160","FA","39","Bye","1","WAVR","0","","0%","0%"
"*05ji6*","Nick Vogel","(N/A)","K","1161","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04okq*","Jaelon Acklin","(N/A)","WR","1162","FA","26","Bye","1","WAVR","0","","0%","0%"
"*003a4*","Charlie Adams","(N/A)","WR","1163","FA","41","Bye","1","WAVR","0","","0%","0%"
"*03clh*","D.J. Adams","(N/A)","RB","1164","FA","30","Bye","1","WAVR","0","","0%","0%"
"*02jav*","Joe Adams","(N/A)","WR","1165","FA","31","Bye","1","WAVR","0","","0%","0%"
"*029sc*","Kyle Adams","(N/A)","TE","1166","FA","33","Bye","1","WAVR","0","","0%","0%"
"*040pg*","Bralon Addison","(N/A)","RB,WR","1167","FA","27","Bye","1","WAVR","0","","0%","0%"
"*04con*","Quincy Adeboyejo","(N/A)","WR","1168","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05uoj*","Graham Adomitis","(N/A)","TE","1169","FA","25","Bye","1","WAVR","0","","0%","0%"
"*01twx*","Alric Arnett","DET","WR","1170","FA","34","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*03cvo*","George Atkinson III","(N/A)","RB","1171","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jg0*","Andre Baccellia","(N/A)","WR","1172","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04d8s*","Joe Bacci","(N/A)","RB","1173","FA","27","Bye","1","WAVR","0","","0%","0%"
"*03on1*","Kennard Backman","(N/A)","TE","1174","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04pc8*","Sherman Badie","(N/A)","RB","1175","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04own*","Stephen Baggett","(N/A)","TE","1176","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04oku*","Sergio Bailey II","(N/A)","WR","1177","FA","27","Bye","1","WAVR","0","","0%","0%"
"*04d2p*","Aaron Bailey","(N/A)","WR","1178","FA","26","Bye","1","WAVR","0","","0%","0%"
"*03oqo*","Rasheed Bailey","(N/A)","WR","1179","FA","28","Bye","1","WAVR","0","","0%","0%"
"*02zu6*","Stedman Bailey","(N/A)","WR","1180","FA","30","Bye","1","WAVR","0","","0%","0%"
"*0505a*","Dorian Baker","(N/A)","WR","1181","FA","25","Bye","1","WAVR","0","","0%","0%"
"*040mu*","Jared Baker","(N/A)","RB","1182","FA","28","Bye","1","WAVR","0","","0%","0%"
"*02zt9*","Montee Ball","(N/A)","RB","1183","FA","30","Bye","1","WAVR","0","","0%","0%"
"*004yv*","Reggie Ball","DET","WR","1184","FA","36","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*05tup*","Michael Bandy","LAC","WR","1185","FA","23","@KC Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*01uhj*","Brandon Banks","WAS","WR","1186","FA","33","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*02zx0*","Kenjon Barner","(N/A)","RB","1187","FA","32","Bye","1","WAVR","0","","0%","0%"
"*04ms0*","J.T. Barrett","(N/A)","QB","1188","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04ot6*","Marcus Baugh","(N/A)","TE","1189","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04ojn*","Nick Bawden","NYJ","RB","1190","FA","25","@DEN Sun 4:05PM","1","WAVR","0","6","0%","0%"
"*050eu*","Nate Becker","(N/A)","TE","1191","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04mrs*","Kurt Benkert","(N/A)","QB","1192","FA","26","Bye","1","WAVR","0","","0%","0%"
"*040ll*","Mike Bercovici","(N/A)","QB","1193","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05jik*","Rashod Berry","(N/A)","TE","1194","FA","24","Bye","1","WAVR","0","","0%","0%"
"*03p3r*","E.J. Bibbs","(N/A)","TE","1195","FA","30","Bye","1","WAVR","0","","0%","0%"
"*05rzs*","Jibri Blount","(N/A)","TE","1196","FA","24","Bye","1","WAVR","0","","0%","0%"
"*01tw6*","LeGarrette Blount","(N/A)","RB","1197","FA","34","Bye","1","WAVR","0","","0%","0%"
"*02zxt*","Tommy Bohanon","BAL","RB","1198","FA","31","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*0023l*","Josh Booty","(N/A)","QB","1199","FA","46","Bye","1","WAVR","0","","0%","0%"
"*04cx2*","Joel Bouagnon","(N/A)","RB","1200","FA","26","Bye","1","WAVR","0","","0%","0%"
"*0308t*","Tyler Bray","CHI","QB","1201","FA","29","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04cym*","Billy Brown","IND","TE","1202","FA","28","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*013xy*","Chris Brown","MIA","TE","1203","FA","35","@LV Sun 4:05PM","1","WAVR","0","14","0%","0%"
"*03cg2*","Martavis Bryant","(N/A)","WR","1204","FA","29","Bye","1","WAVR","0","","0%","0%"
"*04ds2*","Barrett Burns","BAL","TE","1205","FA","27","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*02jgj*","Travaris Cadet","(N/A)","RB","1206","FA","32","Bye","1","WAVR","0","","0%","0%"
"*040tw*","Devon Cajuste","(N/A)","TE","1207","FA","28","Bye","1","WAVR","0","","0%","0%"
"*005c0*","Andre Caldwell","(N/A)","WR","1208","FA","36","Bye","1","WAVR","0","","0%","0%"
"*051kv*","Josh Caldwell","(N/A)","RB","1209","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04cps*","K.D. Cannon","(N/A)","WR","1210","FA","25","Bye","1","WAVR","0","","0%","0%"
"*040g4*","Leonte Carroo","MIA","WR","1211","FA","27","@LV Sun 4:05PM","1","WAVR","0","14","0%","0%"
"*030c6*","Duron Carter","IND","WR","1212","FA","30","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*02jnh*","Garrett Celek","(N/A)","TE","1213","FA","33","Bye","1","WAVR","0","","0%","0%"
"*026xd*","Charles Clay","(N/A)","TE","1214","FA","32","Bye","1","WAVR","0","","0%","0%"
"*04zcz*","Matt Colburn","(N/A)","RB","1215","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04czw*","Zach Conque","IND","TE","1216","FA","27","@TEN Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*05unr*","Daniel Crawford","(N/A)","TE","1217","FA","23","Bye","1","WAVR","0","","0%","0%"
"*03hvr*","Jerome Cunningham","WAS","TE","1218","FA","30","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*0500c*","Davion Davis","(N/A)","WR","1219","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04ows*","Jawill Davis","GB","WR","1220","FA","26","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*04iyg*","Rashard Davis","(N/A)","WR","1221","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04cgx*","Robert Davis","LV","WR","1222","FA","26","MIA Sun 4:05PM","1","WAVR","0","8","0%","0%"
"*04oyj*","Dalyn Dawkins","DET","RB","1223","FA","26","BAL Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*04zd8*","Johnnie Dixon","(N/A)","WR","1224","FA","27","Bye","1","WAVR","0","","0%","0%"
"*050f6*","Jacob Dolegala","(N/A)","QB","1225","FA","24","Bye","1","WAVR","0","","0%","0%"
"*01trz*","Jim Dray","ARI","TE","1226","FA","34","@JAX Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*04127*","Kieran Duncan","(N/A)","WR","1227","FA","27","Bye","1","WAVR","0","","0%","0%"
"*01tva*","Cordera Eason","CIN","RB","1228","FA","34","@PIT Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*040z9*","Alex Ellis","(N/A)","TE","1229","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04oj2*","Danny Etling","(N/A)","QB","1230","FA","27","Bye","1","WAVR","0","","0%","0%"
"*03cho*","David Fales","NYJ","QB","1231","FA","30","@DEN Sun 4:05PM","1","WAVR","0","6","0%","0%"
"*001ob*","Anthony Fasano","(N/A)","TE","1232","FA","37","Bye","1","WAVR","0","","0%","0%"
"*02j86*","Michael Floyd","(N/A)","WR","1233","FA","31","Bye","1","WAVR","0","","0%","0%"
"*05ruz*","Bailey Gaither","(N/A)","WR","1234","FA","0","Bye","1","WAVR","0","","0%","0%"
"*05jou*","James Gilbert","(N/A)","RB","1235","FA","25","Bye","1","WAVR","0","","0%","0%"
"*02jf1*","Brittan Golden","NYG","WR","1236","FA","33","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*002z2*","Bruce Gradkowski","PIT","QB","1237","FA","38","CIN Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*01toy*","Garrett Graham","DEN","TE","1238","FA","35","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*05jiq*","Nakia Griffin-Stewart","(N/A)","TE","1239","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05nmw*","Pete Guerriero","(N/A)","RB","1240","FA","23","Bye","1","WAVR","0","","0%","0%"
"*05rzt*","Nick Guggemos","(N/A)","TE","1241","FA","0","Bye","1","WAVR","0","","0%","0%"
"*03ojx*","Justin Hardy","(N/A)","WR","1242","FA","29","Bye","1","WAVR","0","","0%","0%"
"*05jng*","Chase Harrell","(N/A)","TE","1243","FA","25","Bye","1","WAVR","0","","0%","0%"
"*03ozx*","Alonzo Harris","BAL","RB","1244","FA","28","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*026x9*","Dwayne Harris","CHI","WR","1245","FA","34","@CLE Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*040q9*","Maurice Harris","(N/A)","WR","1246","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04bju*","Derek Hart","GB","TE","1247","FA","28","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*05jid*","Will Hastings","(N/A)","WR","1248","FA","0","Bye","1","WAVR","0","","0%","0%"
"*040il*","Temarrick Hemingway","(N/A)","TE","1249","FA","28","Bye","1","WAVR","0","","0%","0%"
"*0506k*","Malik Henry","NO","WR","1250","FA","25","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*01tom*","Aaron Hernandez","(N/A)","TE","1251","FA","31","Bye","1","WAVR","0","","0%","0%"
"*050ln*","Parker Hesse","ATL","TE","1252","FA","26","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05jg4*","Aleva Hifo","(N/A)","WR","1253","FA","23","Bye","1","WAVR","0","","0%","0%"
"*03onq*","Kenny Hilliard","(N/A)","RB","1254","FA","29","Bye","1","WAVR","0","","0%","0%"
"*04zdz*","Jon Hilliman","(N/A)","RB","1255","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04cgi*","Bucky Hodges","(N/A)","TE","1256","FA","26","Bye","1","WAVR","0","","0%","0%"
"*040i5*","Kevin Hogan","CIN","QB","1257","FA","28","@PIT Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*03cf8*","Josh Huff","NO","WR","1258","FA","29","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*040jn*","Darius Jackson","HOU","RB","1259","FA","27","CAR 24<br/>@HOU 9 F","1","WAVR","0","10","0%","0%"
"*001k0*","Chad Johnson","(N/A)","WR","1260","FA","43","Bye","1","WAVR","0","","0%","0%"
"*05jno*","Johnathon Johnson","(N/A)","WR","1261","FA","24","Bye","1","WAVR","0","","0%","0%"
"*023wf*","Landry Jones","(N/A)","QB","1262","FA","32","Bye","1","WAVR","0","","0%","0%"
"*04cgq*","Brad Kaaya","(N/A)","QB","1263","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04ors*","Nick Keizer","KC","TE","1264","FA","26","LAC Sun 1:00PM","1","WAVR","0","12","0%","0%"
"*040rz*","Rob Kelley","(N/A)","RB","1265","FA","28","Bye","1","WAVR","0","","0%","0%"
"*026x0*","Jeremy Kerley","BUF","WR","1266","FA","32","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*02ztf*","Eddie Lacy","(N/A)","RB","1267","FA","31","Bye","1","WAVR","0","","0%","0%"
"*0412m*","Jake Lampman","(N/A)","WR","1268","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04cdr*","Brendan Langley","(N/A)","WR","1269","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04cf7*","Jordan Leggett","(N/A)","TE","1270","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05jif*","Brian Lewerke","(N/A)","QB","1271","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04ypf*","DaMarkus Lodge","(N/A)","WR","1272","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05jox*","Josh Love","(N/A)","QB","1273","FA","0","Bye","1","WAVR","0","","0%","0%"
"*0507m*","John Lovett","GB","QB","1274","FA","25","@SF Sun 8:20PM","1","WAVR","0","13","0%","0%"
"*001fh*","Marshawn Lynch","(N/A)","RB","1275","FA","35","Bye","1","WAVR","0","","0%","0%"
"*05rtt*","Artayvious Lynn","(N/A)","TE","1276","FA","25","Bye","1","WAVR","0","","0%","0%"
"*03cet*","Tre Mason","(N/A)","RB","1277","FA","28","Bye","1","WAVR","0","","0%","0%"
"*02amf*","Chris Matthews","BAL","WR","1278","FA","31","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*04105*","Max McCaffrey","(N/A)","WR","1279","FA","27","Bye","1","WAVR","0","","0%","0%"
"*04d05*","Riley McCarron","NE","WR","1280","FA","28","NO Sun 1:00PM","1","WAVR","0","14","0%","0%"
"*0024u*","Josh McCown","(N/A)","QB","1281","FA","42","Bye","1","WAVR","0","","0%","0%"
"*00598*","Darren McFadden","(N/A)","RB","1282","FA","34","Bye","1","WAVR","0","","0%","0%"
"*0412s*","M.J. McFarland","(N/A)","TE","1283","FA","29","Bye","1","WAVR","0","","0%","0%"
"*0510c*","Taj McGowan","JAX","RB","1284","FA","24","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04zf1*","Travon McMillian","(N/A)","RB","1285","FA","25","Bye","1","WAVR","0","","0%","0%"
"*040m9*","Marken Michel","WAS","WR","1286","FA","28","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*040gq*","Malcolm Mitchell","(N/A)","WR","1287","FA","28","Bye","1","WAVR","0","","0%","0%"
"*00328*","Anthony Mix","TB","WR","1288","FA","38","@LAR Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*026wp*","Denarius Moore","BUF","WR","1289","FA","32","WAS Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*04chm*","Khalfani Muhammad","(N/A)","RB","1290","FA","26","Bye","1","WAVR","0","","0%","0%"
"*050eo*","Chris Myarick","NYG","TE","1291","FA","25","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*01d4c*","Brandon Myers","(N/A)","TE","1292","FA","36","Bye","1","WAVR","0","","0%","0%"
"*002t1*","Legedu Naanee","MIA","WR","1293","FA","38","@LV Sun 4:05PM","1","WAVR","0","14","0%","0%"
"*04zfb*","Flynn Nagel","(N/A)","WR","1294","FA","0","Bye","1","WAVR","0","","0%","0%"
"*0408h*","Griffin Neal","(N/A)","QB","1295","FA","0","Bye","1","WAVR","0","","0%","0%"
"*03cea*","Troy Niklas","(N/A)","TE","1296","FA","29","Bye","1","WAVR","0","","0%","0%"
"*02jyj*","Jamize Olawale","DAL","RB","1297","FA","32","PHI Mon 8:15PM","1","WAVR","0","7","0%","0%"
"*001ti*","Dan Orlovsky","(N/A)","QB","1298","FA","38","Bye","1","WAVR","0","","0%","0%"
"*05jop*","Shea Patterson","(N/A)","QB","1299","FA","24","Bye","1","WAVR","0","","0%","0%"
"*02j92*","Isaiah Pead","(N/A)","RB","1300","FA","31","Bye","1","WAVR","0","","0%","0%"
"*03cwv*","Senorise Perry","(N/A)","RB","1301","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04mrz*","Kamryn Pettway","(N/A)","RB","1302","FA","0","Bye","1","WAVR","0","","0%","0%"
"*03ok0*","Bryce Petty","(N/A)","QB","1303","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04msl*","Cam Phillips","(N/A)","WR","1304","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04oqd*","De'Mornay Pierson-El","DEN","WR","1305","FA","25","NYJ Sun 4:05PM","1","WAVR","0","11","0%","0%"
"*026w7*","Bilal Powell","(N/A)","RB","1306","FA","32","Bye","1","WAVR","0","","0%","0%"
"*04clj*","Josiah Price","(N/A)","TE","1307","FA","28","Bye","1","WAVR","0","","0%","0%"
"*023we*","Terrelle Pryor Sr.","(N/A)","WR","1308","FA","32","Bye","1","WAVR","0","","0%","0%"
"*04okj*","Peter Pujals","(N/A)","QB","1309","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04cen*","Donnel Pumphrey","(N/A)","RB","1310","FA","26","Bye","1","WAVR","0","","0%","0%"
"*02jtd*","Bobby Rainey","BAL","RB","1311","FA","33","@DET Sun 1:00PM","1","WAVR","0","8","0%","0%"
"*04ovh*","Quincy Redmon","MIA","WR","1312","FA","0","@LV Sun 4:05PM","1","WAVR","0","14","0%","0%"
"*05jjl*","Caleb Repp","(N/A)","TE","1313","FA","0","Bye","1","WAVR","0","","0%","0%"
"*03e6k*","Jerry Rice Jr.","(N/A)","WR","1314","FA","30","Bye","1","WAVR","0","","0%","0%"
"*04zfq*","A.J. Richardson","(N/A)","WR","1315","FA","26","Bye","1","WAVR","0","","0%","0%"
"*02j7u*","Trent Richardson","(N/A)","RB","1316","FA","31","Bye","1","WAVR","0","","0%","0%"
"*05jic*","Sean Riley","(N/A)","WR","1317","FA","0","Bye","1","WAVR","0","","0%","0%"
"*02zwv*","Mychal Rivera","(N/A)","TE","1318","FA","31","Bye","1","WAVR","0","","0%","0%"
"*05rki*","Darece Roberson","(N/A)","WR","1319","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04msv*","Korey Robertson","(N/A)","WR","1320","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04cjz*","Fred Ross Jr.","(N/A)","WR","1321","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04i5t*","Josh Rounds","(N/A)","RB","1322","FA","27","Bye","1","WAVR","0","","0%","0%"
"*05jha*","Dalton Schoen","WAS","WR","1323","FA","24","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*04chs*","Mason Schreck","CIN","TE","1324","FA","27","@PIT Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*04oss*","Caleb Scott","(N/A)","WR","1325","FA","25","Bye","1","WAVR","0","","0%","0%"
"*03cdv*","Austin Seferian-Jenkins","(N/A)","TE","1326","FA","28","Bye","1","WAVR","0","","0%","0%"
"*05tun*","Matt Seybert","(N/A)","TE","1327","FA","24","Bye","1","WAVR","0","","0%","0%"
"*04zep*","Damon Sheehy-Guiseppi","(N/A)","WR","1328","FA","26","Bye","1","WAVR","0","","0%","0%"
"*03044*","Russell Shepard","(N/A)","WR","1329","FA","31","Bye","1","WAVR","0","","0%","0%"
"*03zb7*","Ronnie Shields","SEA","TE","1330","FA","29","@MIN Sun 4:25PM","1","WAVR","0","9","0%","0%"
"*05jmd*","Tyler Simmons","(N/A)","WR","1331","FA","23","Bye","1","WAVR","0","","0%","0%"
"*02jpd*","Matt Simms","ATL","QB","1332","FA","32","@NYG Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05jie*","J'mar Smith","(N/A)","QB","1333","FA","25","Bye","1","WAVR","0","","0%","0%"
"*040me*","Joel Stave","(N/A)","QB","1334","FA","29","Bye","1","WAVR","0","","0%","0%"
"*04cxd*","Freddie Stevenson","(N/A)","RB","1335","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05joi*","Darrell Stewart","(N/A)","WR","1336","FA","25","Bye","1","WAVR","0","","0%","0%"
"*05rw2*","Eli Stove","(N/A)","WR","1337","FA","0","Bye","1","WAVR","0","","0%","0%"
"*05jly*","Cam Sutton","(N/A)","TE","1338","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04cyt*","Tyrone Swoopes","WAS","TE","1339","FA","26","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*02jzt*","Alex Tanney","NYG","QB","1340","FA","33","ATL Sun 1:00PM","1","WAVR","0","10","0%","0%"
"*01d18*","Brandon Tate","NO","WR","1341","FA","33","@NE Sun 1:00PM","1","WAVR","0","6","0%","0%"
"*05r53*","Hunter Thedford","(N/A)","TE","1342","FA","0","Bye","1","WAVR","0","","0%","0%"
"*035ld*","De'Anthony Thomas","(N/A)","WR","1343","FA","28","Bye","1","WAVR","0","","0%","0%"
"*01tlw*","Demaryius Thomas","(N/A)","WR","1344","FA","33","Bye","1","WAVR","0","","0%","0%"
"*04ms9*","Roc Thomas","JAX","RB","1345","FA","26","ARI Sun 1:00PM","1","WAVR","0","7","0%","0%"
"*05tev*","Travis Toivonen","(N/A)","WR","1346","FA","23","Bye","1","WAVR","0","","0%","0%"
"*02aox*","Marc Verica","(N/A)","QB","1347","FA","33","Bye","1","WAVR","0","","0%","0%"
"*04mpn*","Akrum Wadley","(N/A)","RB","1348","FA","26","Bye","1","WAVR","0","","0%","0%"
"*044tg*","Eric Wallace","(N/A)","TE","1349","FA","32","Bye","1","WAVR","0","","0%","0%"
"*01tz9*","Bryan Walters","(N/A)","WR","1350","FA","33","Bye","1","WAVR","0","","0%","0%"
"*04ou9*","Chris Warren III","(N/A)","RB","1351","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04msm*","Jester Weah","(N/A)","WR","1352","FA","26","Bye","1","WAVR","0","","0%","0%"
"*05jm5*","Devwah Whaley","(N/A)","RB","1353","FA","23","Bye","1","WAVR","0","","0%","0%"
"*04zgf*","Papi White","TEN","WR","1354","FA","25","IND Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*002ts*","Charlie Whitehurst","CLE","QB","1355","FA","39","CHI Sun 1:00PM","1","WAVR","0","13","0%","0%"
"*05jug*","Nate Wieting","(N/A)","TE","1356","FA","24","Bye","1","WAVR","0","","0%","0%"
"*05rl9*","Carson Williams","(N/A)","TE","1357","FA","0","Bye","1","WAVR","0","","0%","0%"
"*04oj7*","David Williams","(N/A)","RB","1358","FA","27","Bye","1","WAVR","0","","0%","0%"
"*04zgk*","James Williams","(N/A)","RB","1359","FA","0","Bye","1","WAVR","0","","0%","0%"
"*01toe*","Mike Williams","(N/A)","WR","1360","FA","34","Bye","1","WAVR","0","","0%","0%"
"*04cr3*","Stanley Williams","(N/A)","RB","1361","FA","25","Bye","1","WAVR","0","","0%","0%"
"*02zts*","Terrance Williams","(N/A)","WR","1362","FA","32","Bye","1","WAVR","0","","0%","0%"
"*05jtj*","Dom Wood-Anderson","(N/A)","TE","1363","FA","23","Bye","1","WAVR","0","","0%","0%"
"*040wu*","Josh Woodrum","WAS","QB","1364","FA","28","@BUF Sun 1:00PM","1","WAVR","0","9","0%","0%"
"*02jb0*","Jarius Wright","(N/A)","WR","1365","FA","31","Bye","1","WAVR","0","","0%","0%"
"*04cfv*","DeAngelo Yancey","(N/A)","WR","1366","FA","26","Bye","1","WAVR","0","","0%","0%"
"*026wv*","T.J. Yates","(N/A)","QB","1367","FA","34","Bye","1","WAVR","0","","0%","0%"
"*01lu1*","Darrel Young","(N/A)","RB","1368","FA","34","Bye","1","WAVR","0","","0%","0%"
"*0412p*","Kelsey Young","(N/A)","RB","1369","FA","28","Bye","1","WAVR","0","","0%","0%"
"*04zgq*","Kenny Young","(N/A)","RB","1370","FA","26","Bye","1","WAVR","0","","0%","0%"
"*04zgr*","Marquis Young","(N/A)","RB","1371","FA","0","Bye","1","WAVR","0","","0%","0%"
"*04p19*","Ryan Yurachek","(N/A)","RB","1372","FA","25","Bye","1","WAVR","0","","0%","0%"
"*04csi*","Ishmael Zamora","(N/A)","WR","1373","FA","25","Bye","1","WAVR","0","","0%","0%"
